season,week,celebrity_name,fan_votes,judge_total,voting_method,eliminated,estimation_method
2,3,George Hamilton,4000.0,22.0,rank,False,advanced_ensemble_rank
2,3,Lisa Rinna,6000.0,25.0,rank,False,advanced_ensemble_rank
2,3,Stacy Keibler,8000.0,27.0,rank,False,advanced_ensemble_rank
2,3,Jerry Rice,4000.0,19.0,rank,False,advanced_ensemble_rank
2,3,Giselle Fernandez,2000.0,22.0,rank,True,advanced_ensemble_rank
2,3,Master P,5000.0,14.0,rank,False,advanced_ensemble_rank
2,3,Drew Lachey,8000.0,27.0,rank,False,advanced_ensemble_rank
2,4,Tia Carrere,5000.0,25.0,rank,False,advanced_ensemble_rank
2,4,George Hamilton,3000.0,21.0,rank,False,advanced_ensemble_rank
2,4,Lisa Rinna,7000.0,26.0,rank,False,advanced_ensemble_rank
2,4,Stacy Keibler,7000.0,26.0,rank,False,advanced_ensemble_rank
2,4,Jerry Rice,4000.0,24.0,rank,False,advanced_ensemble_rank
2,4,Master P,2000.0,8.0,rank,True,advanced_ensemble_rank
2,4,Drew Lachey,7000.0,28.0,rank,False,advanced_ensemble_rank
2,5,Tia Carrere,2000.0,22.0,rank,True,advanced_ensemble_rank
2,5,George Hamilton,4000.0,24.0,rank,False,advanced_ensemble_rank
2,5,Lisa Rinna,5000.0,25.0,rank,False,advanced_ensemble_rank
2,5,Stacy Keibler,6000.0,30.0,rank,False,advanced_ensemble_rank
2,5,Jerry Rice,3000.0,23.0,rank,False,advanced_ensemble_rank
2,5,Drew Lachey,6000.0,27.0,rank,False,advanced_ensemble_rank
2,6,George Hamilton,2000.0,23.0,rank,True,advanced_ensemble_rank
2,6,Lisa Rinna,3000.0,27.0,rank,False,advanced_ensemble_rank
2,6,Stacy Keibler,5000.0,30.0,rank,False,advanced_ensemble_rank
2,6,Jerry Rice,2000.0,23.0,rank,False,advanced_ensemble_rank
2,6,Drew Lachey,5000.0,30.0,rank,False,advanced_ensemble_rank
2,7,Lisa Rinna,2000.0,26.5,rank,True,advanced_ensemble_rank
2,7,Stacy Keibler,4000.0,27.5,rank,False,advanced_ensemble_rank
2,7,Jerry Rice,3000.0,20.5,rank,False,advanced_ensemble_rank
2,7,Drew Lachey,4000.0,27.5,rank,False,advanced_ensemble_rank
2,8,Stacy Keibler,2000.0,28.6665,rank,True,advanced_ensemble_rank
2,8,Jerry Rice,3000.0,26.666600000000003,rank,False,advanced_ensemble_rank
2,8,Drew Lachey,3000.0,28.9998,rank,False,advanced_ensemble_rank
3,1,Harry Hamlin,699660.7513389024,17.0,percent,False,advanced_ensemble_percent
3,1,Vivica A. Fox,1206563.7693249723,22.0,percent,False,advanced_ensemble_percent
3,1,Monique Coleman,830993.3959360849,19.0,percent,False,advanced_ensemble_percent
3,1,Joey Lawrence,962326.0305991601,21.0,percent,False,advanced_ensemble_percent
3,1,Mario Lopez,1651456.4085689017,55.6666,percent,False,advanced_ensemble_percent
3,1,Emmitt Smith,1520123.7739058263,53.6666,percent,False,advanced_ensemble_percent
3,1,Shanna Moakler,705803.2582276459,18.0,percent,False,advanced_ensemble_percent
3,1,Willa Ford,1206563.7693249723,22.0,percent,False,advanced_ensemble_percent
3,1,Sara Evans,449280.49579023896,15.0,percent,False,advanced_ensemble_percent
3,1,Jerry Springer,455423.0026789825,16.0,percent,False,advanced_ensemble_percent
3,1,Tucker Carlson,311805.34430431307,12.0,percent,True,advanced_ensemble_percent
3,2,Harry Hamlin,717145.6717331468,21.0,percent,False,advanced_ensemble_percent
3,2,Vivica A. Fox,1162613.6076305301,24.0,percent,False,advanced_ensemble_percent
3,2,Monique Coleman,1318349.3047170835,26.0,percent,False,advanced_ensemble_percent
3,2,Joey Lawrence,1622574.3038353235,29.0,percent,False,advanced_ensemble_percent
3,2,Mario Lopez,1282117.418849719,21.0,percent,False,advanced_ensemble_percent
3,2,Emmitt Smith,1445099.4811888163,24.0,percent,False,advanced_ensemble_percent
3,2,Shanna Moakler,441906.16342740436,22.0,percent,True,advanced_ensemble_percent
3,2,Willa Ford,872881.348951485,23.0,percent,False,advanced_ensemble_percent
3,2,Sara Evans,575902.7250198962,21.0,percent,False,advanced_ensemble_percent
3,2,Jerry Springer,561409.9746465933,19.0,percent,False,advanced_ensemble_percent
3,3,Harry Hamlin,510466.98960515065,22.0,percent,True,advanced_ensemble_percent
3,3,Vivica A. Fox,1717391.2978864205,27.0,percent,False,advanced_ensemble_percent
3,3,Monique Coleman,1550724.6383196055,27.0,percent,False,advanced_ensemble_percent
3,3,Joey Lawrence,1010466.9881738105,22.0,percent,False,advanced_ensemble_percent
3,3,Mario Lopez,1343800.3271756556,22.0,percent,False,advanced_ensemble_percent
3,3,Emmitt Smith,1152979.0647416308,19.0,percent,False,advanced_ensemble_percent
3,3,Willa Ford,843800.3186728882,22.0,percent,False,advanced_ensemble_percent
3,3,Sara Evans,1201288.2506078354,25.0,percent,False,advanced_ensemble_percent
3,3,Jerry Springer,669082.1248170031,21.0,percent,False,advanced_ensemble_percent
3,4,Vivica A. Fox,811776.2985495115,24.0,percent,True,advanced_ensemble_percent
3,4,Monique Coleman,1015028.3102952798,24.0,percent,False,advanced_ensemble_percent
3,4,Joey Lawrence,1446784.9250046897,27.0,percent,False,advanced_ensemble_percent
3,4,Mario Lopez,1870124.0127312473,29.0,percent,False,advanced_ensemble_percent
3,4,Emmitt Smith,1624784.410607097,24.0,percent,False,advanced_ensemble_percent
3,4,Willa Ford,1658454.4788020763,28.0,percent,False,advanced_ensemble_percent
3,4,Sara Evans,778106.2748904119,20.0,percent,False,advanced_ensemble_percent
3,4,Jerry Springer,794941.2891196865,22.0,percent,False,advanced_ensemble_percent
3,5,Monique Coleman,1637507.6863421458,27.0,percent,False,advanced_ensemble_percent
3,5,Joey Lawrence,1341313.6908988045,25.0,percent,False,advanced_ensemble_percent
3,5,Mario Lopez,2193063.2253276506,27.0,percent,False,advanced_ensemble_percent
3,5,Emmitt Smith,1915285.4359666833,27.0,percent,False,advanced_ensemble_percent
3,5,Willa Ford,1081952.1140959542,27.0,percent,True,advanced_ensemble_percent
3,5,Sara Evans,776550.0290038974,24.0,percent,False,advanced_ensemble_percent
3,5,Jerry Springer,1054327.818364865,24.0,percent,False,advanced_ensemble_percent
3,7,Monique Coleman,1259259.249666654,27.0,percent,False,advanced_ensemble_percent
3,7,Joey Lawrence,2203703.686027974,28.5,percent,False,advanced_ensemble_percent
3,7,Mario Lopez,2660493.843695337,28.0,percent,False,advanced_ensemble_percent
3,7,Emmitt Smith,2666666.6599533693,28.5,percent,False,advanced_ensemble_percent
3,7,Jerry Springer,1209876.5606566656,23.0,percent,True,advanced_ensemble_percent
3,8,Monique Coleman,1920350.292724836,26.5,percent,True,advanced_ensemble_percent
3,8,Joey Lawrence,1927995.5618816027,27.0,percent,False,advanced_ensemble_percent
3,8,Mario Lopez,3466082.8587040836,28.5,percent,False,advanced_ensemble_percent
3,8,Emmitt Smith,2685571.2866894775,27.0,percent,False,advanced_ensemble_percent
3,9,Joey Lawrence,2638888.888888889,29.5,percent,True,advanced_ensemble_percent
3,9,Mario Lopez,3680555.555555556,29.5,percent,False,advanced_ensemble_percent
3,9,Emmitt Smith,3680555.555555556,29.5,percent,False,advanced_ensemble_percent
3,10,Mario Lopez,5000000.0,29.666600000000003,percent,True,advanced_ensemble_percent
3,10,Emmitt Smith,5000000.0,29.666600000000003,percent,False,advanced_ensemble_percent
4,2,John Ratzenberger,837301.589288683,21.0,percent,False,advanced_ensemble_percent
4,2,Ian Ziering,959845.0366843599,22.0,percent,False,advanced_ensemble_percent
4,2,Clyde Drexler,469671.207365224,18.0,percent,False,advanced_ensemble_percent
4,2,Laila Ali,1456821.6233419855,27.0,percent,False,advanced_ensemble_percent
4,2,Apolo Anton Ohno,1450018.9057399244,26.0,percent,False,advanced_ensemble_percent
4,2,Shandi Finnessey,483276.64256934676,20.0,percent,False,advanced_ensemble_percent
4,2,Paulina Porizkova,490079.37333248556,21.0,percent,True,advanced_ensemble_percent
4,2,Heather Mills,1089191.2215503124,24.0,percent,False,advanced_ensemble_percent
4,2,Billy Ray Cyrus,721560.8396268535,21.0,percent,False,advanced_ensemble_percent
4,2,Joey Fatone,1320672.720873972,24.0,percent,False,advanced_ensemble_percent
4,2,Leeza Gibbons,721560.8396268535,21.0,percent,False,advanced_ensemble_percent
4,3,John Ratzenberger,708460.7648776327,20.0,percent,False,advanced_ensemble_percent
4,3,Ian Ziering,1294597.3373864258,24.0,percent,False,advanced_ensemble_percent
4,3,Clyde Drexler,400101.9399243225,16.0,percent,False,advanced_ensemble_percent
4,3,Laila Ali,1271661.569074486,21.0,percent,False,advanced_ensemble_percent
4,3,Apolo Anton Ohno,1425840.9716170328,23.0,percent,False,advanced_ensemble_percent
4,3,Shandi Finnessey,438328.23457736813,21.0,percent,True,advanced_ensemble_percent
4,3,Heather Mills,1155708.4536745765,24.0,percent,False,advanced_ensemble_percent
4,3,Billy Ray Cyrus,716106.0143588743,21.0,percent,False,advanced_ensemble_percent
4,3,Joey Fatone,1572375.144546554,24.0,percent,False,advanced_ensemble_percent
4,3,Leeza Gibbons,1016819.5699627276,24.0,percent,False,advanced_ensemble_percent
4,4,John Ratzenberger,650554.9594814907,16.0,percent,False,advanced_ensemble_percent
4,4,Ian Ziering,1401002.5098668449,24.0,percent,False,advanced_ensemble_percent
4,4,Clyde Drexler,471714.99824303034,15.0,percent,False,advanced_ensemble_percent
4,4,Laila Ali,1374686.7208591027,21.0,percent,False,advanced_ensemble_percent
4,4,Apolo Anton Ohno,1758682.422409658,26.0,percent,False,advanced_ensemble_percent
4,4,Heather Mills,1222162.538694277,23.0,percent,False,advanced_ensemble_percent
4,4,Billy Ray Cyrus,864482.6460196793,21.0,percent,False,advanced_ensemble_percent
4,4,Joey Fatone,1776226.2751254148,28.0,percent,False,advanced_ensemble_percent
4,4,Leeza Gibbons,480486.92930050293,16.0,percent,True,advanced_ensemble_percent
4,5,John Ratzenberger,811480.1842131835,18.0,percent,False,advanced_ensemble_percent
4,5,Ian Ziering,1295648.7935989196,24.0,percent,False,advanced_ensemble_percent
4,5,Clyde Drexler,550456.4885026286,13.0,percent,True,advanced_ensemble_percent
4,5,Laila Ali,1760878.0069999155,28.0,percent,False,advanced_ensemble_percent
4,5,Apolo Anton Ohno,1993492.6186674673,30.0,percent,False,advanced_ensemble_percent
4,5,Heather Mills,1053564.4938731054,21.0,percent,False,advanced_ensemble_percent
4,5,Billy Ray Cyrus,802010.491187867,17.0,percent,False,advanced_ensemble_percent
4,5,Joey Fatone,1732468.9229569125,25.0,percent,False,advanced_ensemble_percent
4,6,John Ratzenberger,967524.5197546654,19.0,percent,False,advanced_ensemble_percent
4,6,Ian Ziering,1276960.7913665306,24.0,percent,False,advanced_ensemble_percent
4,6,Laila Ali,2097426.466280851,28.0,percent,False,advanced_ensemble_percent
4,6,Apolo Anton Ohno,2097426.466280851,28.0,percent,False,advanced_ensemble_percent
4,6,Heather Mills,746323.5263800119,23.0,percent,True,advanced_ensemble_percent
4,6,Billy Ray Cyrus,987132.3417022992,21.0,percent,False,advanced_ensemble_percent
4,6,Joey Fatone,1827205.8882347904,27.0,percent,False,advanced_ensemble_percent
4,7,John Ratzenberger,909385.1079914671,22.5,percent,True,advanced_ensemble_percent
4,7,Ian Ziering,1624595.4641968021,27.0,percent,False,advanced_ensemble_percent
4,7,Laila Ali,2318230.8430434675,29.5,percent,False,advanced_ensemble_percent
4,7,Apolo Anton Ohno,1957928.8147879967,27.0,percent,False,advanced_ensemble_percent
4,7,Billy Ray Cyrus,871628.9269367997,19.0,percent,False,advanced_ensemble_percent
4,7,Joey Fatone,2318230.8430434675,29.5,percent,False,advanced_ensemble_percent
4,8,Ian Ziering,1292477.1559052493,23.5,percent,False,advanced_ensemble_percent
4,8,Laila Ali,2312709.942431053,26.5,percent,False,advanced_ensemble_percent
4,8,Apolo Anton Ohno,2836106.558574688,29.0,percent,False,advanced_ensemble_percent
4,8,Billy Ray Cyrus,1232716.1877113315,19.0,percent,True,advanced_ensemble_percent
4,8,Joey Fatone,2325990.155377678,27.5,percent,False,advanced_ensemble_percent
4,9,Ian Ziering,1689927.5119673724,29.0,percent,True,advanced_ensemble_percent
4,9,Laila Ali,2986043.4928195765,30.0,percent,False,advanced_ensemble_percent
4,9,Apolo Anton Ohno,2337985.5023934743,29.5,percent,False,advanced_ensemble_percent
4,9,Joey Fatone,2986043.4928195765,30.0,percent,False,advanced_ensemble_percent
4,10,Laila Ali,2927928.1015202873,28.333200000000005,percent,True,advanced_ensemble_percent
4,10,Apolo Anton Ohno,4137709.40601067,29.3332,percent,False,advanced_ensemble_percent
4,10,Joey Fatone,2934362.4924690425,28.6665,percent,False,advanced_ensemble_percent
5,1,Cameron Mathison,706473.138476365,21.0,percent,False,advanced_ensemble_percent
5,1,Jane Seymour,922142.570570027,24.0,percent,False,advanced_ensemble_percent
5,1,Sabrina Bryan,1032454.9821834279,26.0,percent,False,advanced_ensemble_percent
5,1,Jennie Garth,806874.7479552699,21.0,percent,False,advanced_ensemble_percent
5,1,Floyd Mayweather Jr. ,390402.1068379063,18.0,percent,False,advanced_ensemble_percent
5,1,Josie Maran,280089.6952245052,16.0,percent,True,advanced_ensemble_percent
5,1,Albert Reed,706473.138476365,21.0,percent,False,advanced_ensemble_percent
5,1,Helio Castroneves,1467455.2371044883,52.9999,percent,False,advanced_ensemble_percent
5,1,Mel B,1363749.861345626,52.333200000000005,percent,False,advanced_ensemble_percent
5,1,Wayne Newton,395357.5079051545,19.0,percent,False,advanced_ensemble_percent
5,1,Marie Osmond,1222053.8754445,44.0,percent,False,advanced_ensemble_percent
5,1,Mark Cuban,706473.138476365,21.0,percent,False,advanced_ensemble_percent
5,2,Cameron Mathison,841503.2697892757,21.0,percent,False,advanced_ensemble_percent
5,2,Jane Seymour,957244.0097569182,21.0,percent,False,advanced_ensemble_percent
5,2,Sabrina Bryan,1223739.4830265734,26.0,percent,False,advanced_ensemble_percent
5,2,Jennie Garth,841503.2697892757,21.0,percent,False,advanced_ensemble_percent
5,2,Floyd Mayweather Jr. ,725762.5298216336,21.0,percent,False,advanced_ensemble_percent
5,2,Albert Reed,378540.3077890593,21.0,percent,True,advanced_ensemble_percent
5,2,Helio Castroneves,1462223.7735496613,27.0,percent,False,advanced_ensemble_percent
5,2,Mel B,1318471.8409013432,23.0,percent,False,advanced_ensemble_percent
5,2,Wayne Newton,452264.2360300673,15.0,percent,False,advanced_ensemble_percent
5,2,Marie Osmond,1325474.6415550392,24.0,percent,False,advanced_ensemble_percent
5,2,Mark Cuban,473272.6379911546,18.0,percent,False,advanced_ensemble_percent
5,3,Cameron Mathison,725362.2683096513,23.0,percent,False,advanced_ensemble_percent
5,3,Jane Seymour,1176985.088217019,27.0,percent,False,advanced_ensemble_percent
5,3,Sabrina Bryan,1318228.014579106,27.0,percent,False,advanced_ensemble_percent
5,3,Jennie Garth,1028768.636748494,26.0,percent,False,advanced_ensemble_percent
5,3,Floyd Mayweather Jr. ,570172.3414052264,21.0,percent,False,advanced_ensemble_percent
5,3,Helio Castroneves,1297307.518732652,24.0,percent,False,advanced_ensemble_percent
5,3,Mel B,1600713.9070397096,27.0,percent,False,advanced_ensemble_percent
5,3,Wayne Newton,408008.8794602551,18.0,percent,True,advanced_ensemble_percent
5,3,Marie Osmond,1452497.455571185,26.0,percent,False,advanced_ensemble_percent
5,3,Mark Cuban,421955.88993670105,20.0,percent,False,advanced_ensemble_percent
5,4,Cameron Mathison,993589.7432958822,27.0,percent,False,advanced_ensemble_percent
5,4,Jane Seymour,826210.8382900467,26.0,percent,False,advanced_ensemble_percent
5,4,Sabrina Bryan,1655982.9060788832,30.0,percent,False,advanced_ensemble_percent
5,4,Jennie Garth,1153846.1513249467,27.0,percent,False,advanced_ensemble_percent
5,4,Floyd Mayweather Jr. ,484330.4780943651,23.0,percent,True,advanced_ensemble_percent
5,4,Helio Castroneves,1634615.375412141,27.0,percent,False,advanced_ensemble_percent
5,4,Mel B,1467236.4704063057,26.0,percent,False,advanced_ensemble_percent
5,4,Marie Osmond,1306980.062377241,26.0,percent,False,advanced_ensemble_percent
5,4,Mark Cuban,477207.9747201888,22.0,percent,False,advanced_ensemble_percent
5,5,Cameron Mathison,1234015.6095659963,26.0,percent,False,advanced_ensemble_percent
5,5,Jane Seymour,1234015.6095659963,26.0,percent,False,advanced_ensemble_percent
5,5,Sabrina Bryan,1657270.0877818188,28.0,percent,False,advanced_ensemble_percent
5,5,Jennie Garth,1022388.3704580851,25.0,percent,False,advanced_ensemble_percent
5,5,Helio Castroneves,1412142.0183141266,23.0,percent,False,advanced_ensemble_percent
5,5,Mel B,1868897.3268897296,29.0,percent,False,advanced_ensemble_percent
5,5,Marie Osmond,988887.5202300895,21.0,percent,False,advanced_ensemble_percent
5,5,Mark Cuban,582383.4571941575,21.0,percent,True,advanced_ensemble_percent
5,6,Cameron Mathison,1037933.0886140509,25.0,percent,False,advanced_ensemble_percent
5,6,Jane Seymour,1010155.3175888184,22.0,percent,False,advanced_ensemble_percent
5,6,Sabrina Bryan,769115.8923935683,25.0,percent,True,advanced_ensemble_percent
5,6,Jennie Garth,1594086.0281855287,27.0,percent,False,advanced_ensemble_percent
5,6,Helio Castroneves,2140979.6842576424,28.0,percent,False,advanced_ensemble_percent
5,6,Mel B,2159498.2115199408,30.0,percent,False,advanced_ensemble_percent
5,6,Marie Osmond,1288231.7774404497,23.0,percent,False,advanced_ensemble_percent
5,7,Cameron Mathison,997073.5817175473,25.5,percent,False,advanced_ensemble_percent
5,7,Jane Seymour,991731.6942903849,25.0,percent,True,advanced_ensemble_percent
5,7,Jennie Garth,1732395.0338206307,26.5,percent,False,advanced_ensemble_percent
5,7,Helio Castroneves,2089371.9850178475,26.0,percent,False,advanced_ensemble_percent
5,7,Mel B,2462374.5786283365,27.0,percent,False,advanced_ensemble_percent
5,7,Marie Osmond,1727053.1265252533,26.0,percent,False,advanced_ensemble_percent
5,8,Cameron Mathison,1303586.0744447228,25.5,percent,True,advanced_ensemble_percent
5,8,Jennie Garth,1297248.9293062468,25.0,percent,False,advanced_ensemble_percent
5,8,Helio Castroneves,2812197.123859816,28.5,percent,False,advanced_ensemble_percent
5,8,Mel B,2805859.9780267524,28.0,percent,False,advanced_ensemble_percent
5,8,Marie Osmond,1781107.894362463,24.5,percent,False,advanced_ensemble_percent
5,9,Jennie Garth,1695156.6952216155,29.0,percent,True,advanced_ensemble_percent
5,9,Helio Castroneves,2991452.990740255,30.0,percent,False,advanced_ensemble_percent
5,9,Mel B,2991452.990740255,30.0,percent,False,advanced_ensemble_percent
5,9,Marie Osmond,2321937.3232978745,28.0,percent,False,advanced_ensemble_percent
5,10,Helio Castroneves,2969187.304320422,27.999900000000004,percent,True,advanced_ensemble_percent
5,10,Mel B,4166665.6221123156,28.3332,percent,False,advanced_ensemble_percent
5,10,Marie Osmond,2864147.0735672624,23.0,percent,False,advanced_ensemble_percent
6,2,Cristian de la Fuente,1033316.1402811467,20.0,percent,False,advanced_ensemble_percent
6,2,Steve Guttenberg,404966.1602242023,16.0,percent,False,advanced_ensemble_percent
6,2,Priscilla Presley,838998.0140090953,21.0,percent,False,advanced_ensemble_percent
6,2,Marlee Matlin,958854.8777655155,24.0,percent,False,advanced_ensemble_percent
6,2,Shannon Elizabeth,958854.8777655155,24.0,percent,False,advanced_ensemble_percent
6,2,Marissa Jaret Winokur,638194.8032646602,21.0,percent,False,advanced_ensemble_percent
6,2,Jason Taylor,1379916.552671535,27.0,percent,False,advanced_ensemble_percent
6,2,Kristi Yamaguchi,1379916.552671535,27.0,percent,False,advanced_ensemble_percent
6,2,Monica Seles,298079.4753466553,15.0,percent,True,advanced_ensemble_percent
6,2,Penn Jillette,411451.25463069254,17.0,percent,False,advanced_ensemble_percent
6,2,Adam Carolla,524823.03391473,19.0,percent,False,advanced_ensemble_percent
6,2,Mario,1172628.2574547168,26.0,percent,False,advanced_ensemble_percent
6,3,Cristian de la Fuente,1453934.9869176035,25.0,percent,False,advanced_ensemble_percent
6,3,Steve Guttenberg,435994.65258551267,21.0,percent,True,advanced_ensemble_percent
6,3,Priscilla Presley,1178759.0360048576,26.0,percent,False,advanced_ensemble_percent
6,3,Marlee Matlin,859723.4642875557,21.0,percent,False,advanced_ensemble_percent
6,3,Shannon Elizabeth,1022896.2218579556,24.0,percent,False,advanced_ensemble_percent
6,3,Marissa Jaret Winokur,562617.7029725319,19.0,percent,False,advanced_ensemble_percent
6,3,Jason Taylor,1439315.090136501,23.0,percent,False,advanced_ensemble_percent
6,3,Kristi Yamaguchi,1609797.801064505,27.0,percent,False,advanced_ensemble_percent
6,3,Adam Carolla,577237.5798854197,21.0,percent,False,advanced_ensemble_percent
6,3,Mario,859723.4642875557,21.0,percent,False,advanced_ensemble_percent
6,4,Cristian de la Fuente,1525925.9189812487,26.0,percent,False,advanced_ensemble_percent
6,4,Priscilla Presley,496296.29494875297,22.0,percent,False,advanced_ensemble_percent
6,4,Marlee Matlin,844444.4444168496,24.0,percent,False,advanced_ensemble_percent
6,4,Shannon Elizabeth,1374074.0758378385,28.0,percent,False,advanced_ensemble_percent
6,4,Marissa Jaret Winokur,844444.4444168496,24.0,percent,False,advanced_ensemble_percent
6,4,Jason Taylor,1714814.8180870914,29.0,percent,False,advanced_ensemble_percent
6,4,Kristi Yamaguchi,1714814.8180870914,29.0,percent,False,advanced_ensemble_percent
6,4,Adam Carolla,474074.073292223,19.0,percent,True,advanced_ensemble_percent
6,4,Mario,1011111.1119320547,24.0,percent,False,advanced_ensemble_percent
6,5,Cristian de la Fuente,1292069.458351053,23.0,percent,False,advanced_ensemble_percent
6,5,Priscilla Presley,617167.918051189,21.0,percent,True,advanced_ensemble_percent
6,5,Marlee Matlin,625671.3250226041,22.0,percent,False,advanced_ensemble_percent
6,5,Shannon Elizabeth,1072771.2228547798,23.0,percent,False,advanced_ensemble_percent
6,5,Marissa Jaret Winokur,1081274.6099579805,24.0,percent,False,advanced_ensemble_percent
6,5,Jason Taylor,1764679.5572292593,27.0,percent,False,advanced_ensemble_percent
6,5,Kristi Yamaguchi,2000984.6066683626,29.0,percent,False,advanced_ensemble_percent
6,5,Mario,1545381.3018647719,27.0,percent,False,advanced_ensemble_percent
6,6,Cristian de la Fuente,1765151.5141358855,27.0,percent,False,advanced_ensemble_percent
6,6,Marlee Matlin,699494.9492570232,21.0,percent,True,advanced_ensemble_percent
6,6,Shannon Elizabeth,979797.9811521528,24.0,percent,False,advanced_ensemble_percent
6,6,Marissa Jaret Winokur,1250841.749285637,26.0,percent,False,advanced_ensemble_percent
6,6,Jason Taylor,1484848.4822407563,24.0,percent,False,advanced_ensemble_percent
6,6,Kristi Yamaguchi,2045454.5460310148,30.0,percent,False,advanced_ensemble_percent
6,6,Mario,1774410.777897531,28.0,percent,False,advanced_ensemble_percent
6,7,Cristian de la Fuente,1289778.855812628,23.0,percent,False,advanced_ensemble_percent
6,7,Shannon Elizabeth,969525.3462412022,25.5,percent,True,advanced_ensemble_percent
6,7,Marissa Jaret Winokur,1322141.3174728288,26.0,percent,False,advanced_ensemble_percent
6,7,Jason Taylor,2379989.211299493,27.5,percent,False,advanced_ensemble_percent
6,7,Kristi Yamaguchi,2374595.4676894597,27.0,percent,False,advanced_ensemble_percent
6,7,Mario,1663969.8014843878,25.5,percent,False,advanced_ensemble_percent
6,8,Cristian de la Fuente,2806785.617639376,28.5,percent,False,advanced_ensemble_percent
6,8,Marissa Jaret Winokur,1292501.9860933225,25.0,percent,False,advanced_ensemble_percent
6,8,Jason Taylor,1795182.5044243627,26.0,percent,False,advanced_ensemble_percent
6,8,Kristi Yamaguchi,2794301.2658513593,27.5,percent,False,advanced_ensemble_percent
6,8,Mario,1311228.6259915817,26.5,percent,True,advanced_ensemble_percent
6,9,Cristian de la Fuente,2507575.7528521055,28.0,percent,False,advanced_ensemble_percent
6,9,Marissa Jaret Winokur,1782828.2840769019,26.0,percent,True,advanced_ensemble_percent
6,9,Jason Taylor,2500000.002483527,27.5,percent,False,advanced_ensemble_percent
6,9,Kristi Yamaguchi,3209595.960587465,28.5,percent,False,advanced_ensemble_percent
6,10,Cristian de la Fuente,2893772.8953602402,26.0,percent,True,advanced_ensemble_percent
6,10,Jason Taylor,2943082.5569695598,28.5,percent,False,advanced_ensemble_percent
6,10,Kristi Yamaguchi,4163144.547670199,30.0,percent,False,advanced_ensemble_percent
7,1,Ted McGinley,431629.6229726437,18.5,percent,True,advanced_ensemble_percent
7,1,Cloris Leachman,334231.6193518735,16.0,percent,False,advanced_ensemble_percent
